  SYNC    include/config/auto.conf.cmd
  CC      arch/x86/events/intel/bts.o
  AR      arch/x86/platform/atom/built-in.a
  AS      arch/x86/realmode/rm/stack.o
  CC      arch/x86/events/amd/iommu.o
  CC      arch/x86/mm/pat/memtype.o
  CC      arch/x86/kernel/head64.o
  CC      arch/x86/mm/pgtable.o
  AS      arch/x86/realmode/rm/reboot.o
  CC      arch/x86/events/intel/ds.o
  CC      arch/x86/kernel/fpu/init.o
  AR      arch/x86/platform/ce4100/built-in.a
  AR      arch/x86/platform/geode/built-in.a
  CC      arch/x86/kernel/ebda.o
  CC      arch/x86/mm/physaddr.o
  CC      arch/x86/mm/pat/memtype_interval.o
  CC      arch/x86/kernel/acpi/boot.o
  CC      arch/x86/kernel/fpu/bugs.o
  CC      arch/x86/events/intel/knc.o
  AS      arch/x86/realmode/rm/wakeup_asm.o
  CC      arch/x86/platform/efi/quirks.o
  CC      arch/x86/kernel/acpi/sleep.o
  AR      arch/x86/platform/goldfish/built-in.a
  AR      arch/x86/platform/iris/built-in.a
  CC      arch/x86/kernel/fpu/core.o
  CC      arch/x86/mm/setup_nx.o
  CC      arch/x86/kernel/platform-quirks.o
  CC      arch/x86/kernel/kprobes/core.o
  CC      arch/x86/events/intel/lbr.o
  LDS     arch/x86/kernel/vmlinux.lds
  CC      arch/x86/platform/efi/efi.o
  AS      arch/x86/kernel/acpi/wakeup_64.o
  CC      arch/x86/realmode/rm/video-mode.o
  CC      arch/x86/kernel/fpu/regset.o
  CC      arch/x86/platform/intel/iosf_mbi.o
  CC      arch/x86/realmode/rm/wakemain.o
  CC      arch/x86/events/intel/p4.o
  CC      arch/x86/kernel/acpi/cppc_msr.o
  AR      arch/x86/platform/intel-mid/built-in.a
  AR      arch/x86/platform/olpc/built-in.a
  CC      arch/x86/kernel/acpi/cstate.o
  CC      arch/x86/kernel/process_64.o
  CC      arch/x86/kernel/cpu/cacheinfo.o
  CC      arch/x86/mm/tlb.o
  AR      arch/x86/platform/sfi/built-in.a
  AR      arch/x86/platform/ts5500/built-in.a
  CC      arch/x86/kernel/apic/apic.o
  AR      arch/x86/platform/uv/built-in.a
  AR      arch/x86/platform/scx200/built-in.a
  AS      arch/x86/realmode/rm/copy.o
  CC      arch/x86/kernel/cpu/mce/core.o
  CC      arch/x86/kernel/cpu/scattered.o
  CC      arch/x86/kernel/cpu/microcode/core.o
  AR      arch/x86/platform/intel-quark/built-in.a
  CC      arch/x86/kernel/kprobes/opt.o
  CC      arch/x86/kernel/apic/apic_common.o
  CC      arch/x86/kernel/cpu/mtrr/mtrr.o
  CC      arch/x86/kernel/cpu/microcode/intel.o
  CC      arch/x86/mm/cpu_entry_area.o
  CC      arch/x86/kernel/signal.o
  AS      arch/x86/realmode/rm/bioscall.o
  CC      arch/x86/kernel/fpu/signal.o
  CC      arch/x86/kernel/cpu/mce/severity.o
  CC      arch/x86/mm/maccess.o
  CC      arch/x86/platform/efi/efi_64.o
  CC      arch/x86/kernel/cpu/mce/genpool.o
  CC      arch/x86/mm/hugetlbpage.o
  CC      arch/x86/kernel/cpu/topology.o
  CC      arch/x86/kernel/apic/apic_noop.o
  CC      arch/x86/entry/vdso/vma.o
  CC      arch/x86/mm/numa.o
  CC      arch/x86/mm/numa_64.o
  CC      certs/system_keyring.o
  CC      kernel/sched/core.o
  EXTRACT_CERTS   
  AS      arch/x86/platform/efi/efi_stub_64.o
  CC      arch/x86/events/intel/p6.o
  CC      kernel/locking/mutex.o
  CC      certs/common.o
  CC      arch/x86/kernel/cpu/microcode/amd.o
  CC      kernel/locking/semaphore.o
In file included from arch/x86/realmode/rm/../../boot/video-mode.c:16,
                 from arch/x86/realmode/rm/video-mode.c:1:
In function ‘rdfs8’,
    inlined from ‘vga_recalc_vertical’ at arch/x86/realmode/rm/../../boot/video-mode.c:123:14,
    inlined from ‘set_mode’ at arch/x86/realmode/rm/../../boot/video-mode.c:163:3:
arch/x86/realmode/rm/../../boot/boot.h:114:9: warning: array subscript 0 is outside array bounds of ‘u8[0]’ {aka ‘unsigned char[]’} [-Warray-bounds]
  114 |         asm volatile("movb %%fs:%1,%0" : "=q" (v) : "m" (*(u8 *)addr));
      |         ^~~
In function ‘rdfs8’,
    inlined from ‘vga_recalc_vertical’ at arch/x86/realmode/rm/../../boot/video-mode.c:124:29,
    inlined from ‘set_mode’ at arch/x86/realmode/rm/../../boot/video-mode.c:163:3:
arch/x86/realmode/rm/../../boot/boot.h:114:9: warning: array subscript 0 is outside array bounds of ‘u8[0]’ {aka ‘unsigned char[]’} [-Warray-bounds]
  114 |         asm volatile("movb %%fs:%1,%0" : "=q" (v) : "m" (*(u8 *)addr));
      |         ^~~
  CC      mm/filemap.o
  CC      kernel/power/qos.o
  CC      kernel/printk/printk.o
  CC      kernel/locking/rwsem.o
  CC      arch/x86/entry/vdso/vdso32-setup.o
  CC      kernel/irq/irqdesc.o
  CC      kernel/locking/percpu-rwsem.o
  CC      arch/x86/realmode/rm/regs.o
  CC      kernel/locking/spinlock.o
  CC      kernel/locking/osq_lock.o
  CC      kernel/locking/qspinlock.o
  CC      fs/notify/dnotify/dnotify.o
  CC      mm/mempool.o
  GEN     usr/initramfs_data.cpio
  CC      fs/nfs_common/nfsacl.o
  CC      arch/x86/realmode/rm/video-vga.o
  CC      fs/iomap/trace.o
  CC      arch/x86/kernel/apic/ipi.o
  CC      mm/oom_kill.o
  CC      arch/x86/kernel/cpu/common.o
  CC      fs/nfs_common/grace.o
  CC      fs/nfs_common/nfs_ssc.o
  GZIP    usr/initramfs_inc_data
  AS      usr/initramfs_data.o
  CC      arch/x86/kernel/apic/vector.o
  CC      mm/fadvise.o
  AR      usr/built-in.a
  CC      arch/x86/kernel/signal_compat.o
  CC      arch/x86/realmode/rm/video-vesa.o
  CC      arch/x86/kernel/traps.o
  CC      kernel/rcu/update.o
  CC      kernel/rcu/sync.o
  AS      certs/system_certificates.o
  CC      kernel/rcu/srcutree.o
  AR      certs/built-in.a
  CC      arch/x86/kernel/fpu/xstate.o
  CC      fs/notify/inotify/inotify_fsnotify.o
  LDS     arch/x86/entry/vdso/vdso.lds
  CC      arch/x86/kernel/idt.o
  AR      kernel/livepatch/built-in.a
  CC      arch/x86/kernel/cpu/mtrr/if.o
  CC      arch/x86/kernel/apic/hw_nmi.o
  CC      ipc/compat.o
  CC      arch/x86/realmode/rm/video-bios.o
  AS      arch/x86/entry/vdso/vdso-note.o
  CC      fs/notify/inotify/inotify_user.o
  CC      arch/x86/events/intel/pt.o
  CC      kernel/rcu/rcutorture.o
  CC      security/keys/gc.o
  CC      arch/x86/entry/vdso/vclock_gettime.o
  GEN     security/selinux/flask.h security/selinux/av_permissions.h
In file included from arch/x86/realmode/rm/../../boot/video-bios.c:16,
                 from arch/x86/realmode/rm/video-bios.c:1:
In function ‘rdfs16’,
    inlined from ‘bios_probe’ at arch/x86/realmode/rm/../../boot/video-bios.c:108:11,
    inlined from ‘bios_probe’ at arch/x86/realmode/rm/../../boot/video-bios.c:61:12:
arch/x86/realmode/rm/../../boot/boot.h:120:9: warning: array subscript 0 is outside array bounds of ‘u16[0]’ {aka ‘short unsigned int[]’} [-Warray-bounds]
  120 |         asm volatile("movw %%fs:%1,%0" : "=r" (v) : "m" (*(u16 *)addr));
      |         ^~~
In function ‘rdfs8’,
    inlined from ‘bios_probe’ at arch/x86/realmode/rm/../../boot/video-bios.c:109:11,
    inlined from ‘bios_probe’ at arch/x86/realmode/rm/../../boot/video-bios.c:61:12:
arch/x86/realmode/rm/../../boot/boot.h:114:9: warning: array subscript 0 is outside array bounds of ‘u8[0]’ {aka ‘unsigned char[]’} [-Warray-bounds]
  114 |         asm volatile("movb %%fs:%1,%0" : "=q" (v) : "m" (*(u8 *)addr));
      |         ^~~
  CC      security/keys/key.o
  CC      arch/x86/kernel/irq.o
  CC      security/selinux/avc.o
  CC      security/selinux/hooks.o
  CC      arch/x86/kernel/apic/io_apic.o
  CC      security/integrity/iint.o
  AR      fs/notify/fanotify/built-in.a
  CC      security/integrity/integrity_audit.o
  CC      arch/x86/entry/vdso/vgetcpu.o
  PASYMS  arch/x86/realmode/rm/pasyms.h
  CC      kernel/rcu/tree.o
  CC      arch/x86/kernel/cpu/rdrand.o
  AR      arch/x86/platform/intel/built-in.a
  CC      fs/notify/fsnotify.o
  CC      fs/quota/dquot.o
  CC      fs/notify/notification.o
  CC      fs/notify/group.o
  CC      mm/maccess.o
  CC      arch/x86/kernel/cpu/match.o
  AR      arch/x86/events/zhaoxin/built-in.a
  LDS     arch/x86/realmode/rm/realmode.lds
  CC      arch/x86/entry/syscall_64.o
  HOSTCC  arch/x86/entry/vdso/vdso2c
  CC      crypto/asymmetric_keys/asymmetric_type.o
  CC      kernel/rcu/rcu_segcblist.o
  CC      arch/x86/entry/common.o
  LDS     arch/x86/entry/vdso/vdso32/vdso32.lds
  CC      kernel/locking/rtmutex.o
  LD      arch/x86/realmode/rm/realmode.elf
  CC      ipc/util.o
  CC      kernel/irq/handle.o
  RELOCS  arch/x86/realmode/rm/realmode.relocs
  CC      mm/page-writeback.o
  CC      kernel/sched/loadavg.o
  OBJCOPY arch/x86/realmode/rm/realmode.bin
  CC      arch/x86/kernel/cpu/bugs.o
  AS      arch/x86/realmode/rmpiggy.o
  CC      arch/x86/events/intel/uncore.o
  CC      fs/iomap/apply.o
  AR      arch/x86/ia32/built-in.a
  AR      fs/notify/dnotify/built-in.a
  CC      fs/iomap/buffered-io.o
  CC      fs/iomap/direct-io.o
  AS      arch/x86/entry/vdso/vdso32/note.o
  AS      arch/x86/entry/vdso/vdso32/system_call.o
  CC      arch/x86/kernel/cpu/mtrr/generic.o
  CC      kernel/printk/printk_safe.o
  AR      arch/x86/kernel/kprobes/built-in.a
  AS      arch/x86/entry/thunk_64.o
  AR      arch/x86/kernel/cpu/microcode/built-in.a
  AS      arch/x86/entry/entry_64_compat.o
  AR      arch/x86/realmode/built-in.a
  AS      arch/x86/platform/efi/efi_thunk_64.o
  CC      security/selinux/selinuxfs.o
  CC      arch/x86/mm/amdtopology.o
  CC      security/selinux/netlink.o
  CC      arch/x86/kernel/apic/msi.o
  CC      arch/x86/kernel/apic/apic_flat_64.o
  AS      arch/x86/entry/vdso/vdso32/sigreturn.o
  CC      arch/x86/events/intel/uncore_nhmex.o
  CC      arch/x86/kernel/cpu/aperfmperf.o
  AR      arch/x86/entry/vsyscall/built-in.a
  CC      arch/x86/kernel/cpu/cpuid-deps.o
  CC      kernel/printk/printk_ringbuffer.o
  CC      arch/x86/kernel/apic/probe_64.o
  CC      kernel/sched/clock.o
  CC      arch/x86/kernel/irq_64.o
  CC      arch/x86/kernel/cpu/mtrr/cleanup.o
  CC      kernel/sched/cputime.o
  AR      arch/x86/events/amd/built-in.a
  CC      arch/x86/mm/srat.o
  CC      kernel/power/main.o
  CC      arch/x86/entry/syscall_32.o
  CC      kernel/power/console.o
  CC      security/selinux/nlmsgtab.o
  CC      mm/readahead.o
  CC      arch/x86/events/intel/uncore_snb.o
  CC      arch/x86/mm/pkeys.o
  CC      arch/x86/events/intel/uncore_snbep.o
  CC      fs/notify/mark.o
  CC      kernel/sched/idle.o
  AR      arch/x86/kernel/acpi/built-in.a
  CC      crypto/api.o
  CC      security/selinux/netif.o
  CC      kernel/sched/fair.o
  CC      fs/kernfs/mount.o
  CC      fs/notify/fdinfo.o
  CC      fs/proc/task_mmu.o
  CC      fs/kernfs/inode.o
  CC      fs/iomap/fiemap.o
  CC      arch/x86/entry/vdso/vdso32/vclock_gettime.o
  CC      arch/x86/kernel/dumpstack_64.o
  CC      fs/iomap/seek.o
  CC      ipc/msgutil.o
  CC      arch/x86/kernel/time.o
  CC      fs/proc/inode.o
  CC      kernel/dma/mapping.o
  AR      init/built-in.a
  CC      arch/x86/kernel/ioport.o
  CC      security/commoncap.o
  AR      arch/x86/platform/efi/built-in.a
  CC      arch/x86/events/intel/cstate.o
  CC      kernel/irq/manage.o
  AR      arch/x86/platform/built-in.a
  CC      kernel/irq/spurious.o
  CC      kernel/entry/common.o
  AR      security/integrity/built-in.a
  CC      crypto/cipher.o
  CC      arch/x86/mm/kaslr.o
  CC      security/min_addr.o
  CC      arch/x86/kernel/dumpstack.o
  CC      kernel/irq/resend.o
  CC      security/keys/keyring.o
  AR      fs/nfs_common/built-in.a
  CC      kernel/irq/chip.o
  CC      mm/swap.o
  CC      ipc/msg.o
  CC      kernel/sched/rt.o
  CC      kernel/sched/deadline.o
  CC      security/keys/keyctl.o
  CC      security/keys/permission.o
  CC      crypto/asymmetric_keys/restrict.o
  CC      security/keys/process_keys.o
  CC      kernel/sched/wait.o
  CC      kernel/locking/qrwlock.o
  CC      kernel/sched/wait_bit.o
  CC      arch/x86/kernel/cpu/umwait.o
  CC      arch/x86/kernel/cpu/proc.o
  AR      fs/notify/inotify/built-in.a
  CC      arch/x86/kernel/nmi.o
  CC      arch/x86/mm/pti.o
  AR      arch/x86/mm/pat/built-in.a
  CC      crypto/compress.o
  CC      kernel/sched/swait.o
  CC      kernel/sched/completion.o
  CC      security/keys/request_key.o
  CC      fs/iomap/swapfile.o
  CC      ipc/sem.o
  CC      fs/sysfs/file.o
  CC      arch/x86/kernel/ldt.o
  MKCAP   arch/x86/kernel/cpu/capflags.c
  CC      kernel/sched/cpupri.o
  CC      fs/quota/quota_v2.o
  CC      kernel/sched/cpudeadline.o
  AR      arch/x86/kernel/fpu/built-in.a
  CC      crypto/asymmetric_keys/signature.o
  CC      fs/quota/quota_tree.o
  CC      crypto/asymmetric_keys/public_key.o
  CC      kernel/sched/topology.o
  AR      arch/x86/kernel/cpu/mtrr/built-in.a
  CC      fs/proc/root.o
  CC      fs/sysfs/dir.o
  CC      security/keys/request_key_auth.o
  CC      fs/sysfs/symlink.o
  CC      fs/quota/quota.o
  AR      kernel/locking/built-in.a
  CC      kernel/power/process.o
  CC      arch/x86/kernel/setup.o
  CC      arch/x86/kernel/cpu/mce/intel.o
  CC      security/security.o
  CC      arch/x86/kernel/cpu/mce/amd.o
  CC      fs/quota/kqid.o
  CC      kernel/irq/dummychip.o
  VDSO    arch/x86/entry/vdso/vdso64.so.dbg
  CC      fs/quota/netlink.o
  CC      arch/x86/kernel/x86_init.o
  CC      security/keys/user_defined.o
  CC      mm/truncate.o
  CC      security/lsm_audit.o
  CC      ipc/shm.o
  ASN.1   crypto/asymmetric_keys/x509.asn1.[ch]
  CC      mm/vmscan.o
  AR      kernel/printk/built-in.a
  CC      block/partitions/core.o
  CC      security/device_cgroup.o
  CC      security/keys/compat.o
  CC      security/selinux/netnode.o
  VDSO    arch/x86/entry/vdso/vdso32.so.dbg
  AR      drivers/irqchip/built-in.a
  AR      fs/notify/built-in.a
  CC      fs/kernfs/dir.o
  ASN.1   crypto/asymmetric_keys/x509_akid.asn1.[ch]
  CC      crypto/algapi.o
  AR      drivers/bus/built-in.a
  CC      kernel/irq/devres.o
  CC      security/selinux/netport.o
  AR      drivers/pwm/built-in.a
  CC      arch/x86/kernel/cpu/mce/threshold.o
  CC      drivers/pci/pcie/portdrv_core.o
  CC      fs/kernfs/file.o
  CC      security/keys/proc.o
  CC      drivers/pci/hotplug/pci_hotplug_core.o
  OBJCOPY arch/x86/entry/vdso/vdso64.so
  OBJCOPY arch/x86/entry/vdso/vdso32.so
  CC      mm/shmem.o
  CC      block/partitions/msdos.o
  CC      fs/proc/base.o
  VDSO2C  arch/x86/entry/vdso/vdso-image-64.c
  CC      drivers/pci/hotplug/acpi_pcihp.o
  VDSO2C  arch/x86/entry/vdso/vdso-image-32.c
  CC      crypto/scatterwalk.o
  CC      arch/x86/entry/vdso/vdso-image-64.o
  CC      fs/devpts/inode.o
  CC      kernel/dma/direct.o
  CC      kernel/dma/ops_helpers.o
  CC      kernel/dma/dummy.o
  CC      kernel/sched/stop_task.o
  CC      kernel/power/suspend.o
  CC      kernel/power/hibernate.o
  CC      kernel/power/snapshot.o
  CC      drivers/pci/pcie/portdrv_pci.o
  CC      drivers/video/console/dummycon.o
  AR      drivers/idle/built-in.a
  CC      drivers/video/logo/logo.o
  CC      sound/core/seq/seq.o
  CC      sound/core/sound.o
  CC      drivers/video/console/vgacon.o
  CC      kernel/power/swap.o
  CC      arch/x86/entry/vdso/vdso-image-32.o
  CC      fs/sysfs/mount.o
  AR      kernel/entry/built-in.a
  HOSTCC  drivers/video/logo/pnmtologo
  AR      arch/x86/mm/built-in.a
  CC      kernel/dma/swiotlb.o
  AR      arch/x86/kernel/apic/built-in.a
  CC      kernel/sched/pelt.o
  CC      kernel/time/time.o
  CC      drivers/video/backlight/backlight.o
  CC      arch/x86/kernel/cpu/mce/therm_throt.o
  CC      sound/core/seq/seq_lock.o
  CC      kernel/time/timer.o
  CC      fs/proc/generic.o
  CC      fs/proc/array.o
  CC      drivers/video/fbdev/core/fb_cmdline.o
  CC      mm/util.o
  AR      drivers/video/fbdev/omap2/omapfb/dss/built-in.a
  CC      block/bio.o
  AR      drivers/video/fbdev/omap2/omapfb/displays/built-in.a
  CC      crypto/asymmetric_keys/x509_public_key.o
  ASN.1   crypto/asymmetric_keys/pkcs7.asn1.[ch]
  CC      kernel/power/user.o
  CC      crypto/asymmetric_keys/pkcs7_trust.o
  AR      drivers/video/fbdev/omap2/omapfb/built-in.a
  AR      fs/iomap/built-in.a
  CC      net/core/sock.o
  CC      net/ethernet/eth.o
  CC      arch/x86/kernel/i8259.o
  AR      net/802/built-in.a
  AR      drivers/video/fbdev/omap2/built-in.a
  CC      block/partitions/efi.o
  CC      ipc/syscall.o
  CC      fs/proc/fd.o
  CC      security/keys/sysctl.o
  CC      arch/x86/kernel/irqinit.o
  CC      kernel/irq/autoprobe.o
  CC      drivers/pci/pcie/err.o
  CC      ipc/ipc_sysctl.o
  AR      arch/x86/entry/vdso/built-in.a
  CC      fs/sysfs/group.o
  AR      arch/x86/entry/built-in.a
  AR      drivers/pci/switch/built-in.a
  AR      drivers/pci/controller/dwc/built-in.a
  CC      fs/proc/proc_tty.o
  CC      arch/x86/kernel/jump_label.o
  CC      security/keys/keyctl_pkey.o
  AR      drivers/char/ipmi/built-in.a
  AR      drivers/pci/controller/mobiveil/built-in.a
  CC      kernel/time/hrtimer.o
  CC      sound/core/init.o
  AR      drivers/pci/controller/built-in.a
  CC      crypto/proc.o
  CC      fs/jbd2/transaction.o
  CC      fs/jbd2/commit.o
  CC      fs/ext4/balloc.o
  CC      fs/ext4/bitmap.o
  CC      arch/x86/kernel/irq_work.o
  LOGO    drivers/video/logo/logo_linux_clut224.c
  CC      drivers/video/logo/logo_linux_clut224.o
  CC      drivers/pci/access.o
  CC      kernel/power/poweroff.o
  CC      crypto/aead.o
  CC      kernel/sched/stats.o
  CC      fs/ext4/block_validity.o
  CC      drivers/pci/pcie/aspm.o
  CC      fs/ramfs/inode.o
  CC      fs/hugetlbfs/inode.o
  CC      kernel/cgroup/cgroup.o
  CC      drivers/video/fbdev/core/fb_notify.o
  CC      fs/fat/cache.o
  CC      sound/core/seq/seq_clientmgr.o
  AR      drivers/video/logo/built-in.a
  CC      crypto/asymmetric_keys/pkcs7_verify.o
  AR      arch/x86/events/intel/built-in.a
  AR      arch/x86/events/built-in.a
  CC      fs/isofs/namei.o
  CC      fs/isofs/inode.o
  AR      fs/devpts/built-in.a
  CC      kernel/time/timekeeping.o
  CC      fs/isofs/dir.o
  CC      kernel/sched/cpuacct.o
  CC      fs/ramfs/file-mmu.o
  CC      ipc/mqueue.o
  AR      virt/lib/built-in.a
  CC      drivers/pci/bus.o
  AR      drivers/pci/hotplug/built-in.a
  AR      virt/built-in.a
  CC      sound/core/memory.o
  CC      ipc/namespace.o
  CC      ipc/mq_sysctl.o
  CC      mm/mmzone.o
  CC      arch/x86/pci/i386.o
  CC      kernel/time/ntp.o
  CC      kernel/time/clocksource.o
  CC      drivers/video/fbdev/core/fbmem.o
  CC      fs/kernfs/symlink.o
  AR      fs/quota/built-in.a
  CC      fs/nfs/client.o
  CC      arch/x86/power/cpu.o
  CC      security/selinux/status.o
  CC      arch/x86/video/fbdev.o
  CC      kernel/irq/irqdomain.o
  CC      fs/nfs/dir.o
  CC      security/selinux/ss/ebitmap.o
  CC      fs/nfs/file.o
  CC      security/selinux/ss/hashtab.o
  CC      crypto/geniv.o
  CC      arch/x86/kernel/cpu/powerflags.o
  CC      crypto/skcipher.o
  CC      crypto/seqiv.o
  CC      security/selinux/ss/symtab.o
  CC      arch/x86/kernel/cpu/feat_ctl.o
  AR      sound/i2c/other/built-in.a
  CC      crypto/echainiv.o
  CC      arch/x86/kernel/cpu/intel.o
  AR      sound/i2c/built-in.a
  CC      crypto/ahash.o
  AR      fs/sysfs/built-in.a
  CC      crypto/asymmetric_keys/x509.asn1.o
  CC      fs/proc/cmdline.o
  CC      drivers/pci/pcie/pme.o
  CC      fs/ext4/dir.o
  CC      block/elevator.o
  AR      drivers/video/backlight/built-in.a
  CC      fs/ext4/ext4_jbd2.o
  CC      fs/ext4/extents.o
  CC      fs/ext4/extents_status.o
  CC      drivers/video/fbdev/core/fbmon.o
  CC      kernel/irq/proc.o
  AR      security/keys/built-in.a
  CC      arch/x86/kernel/cpu/intel_pconfig.o
  CC      crypto/asymmetric_keys/x509_akid.asn1.o
  CC      drivers/pci/probe.o
  CC      drivers/pci/host-bridge.o
  CC      crypto/asymmetric_keys/x509_cert_parser.o
  AR      drivers/video/console/built-in.a
  CC      security/selinux/ss/sidtab.o
  CC      net/core/request_sock.o
  CC      fs/proc/consoles.o
  CC      security/selinux/ss/avtab.o
  AR      sound/drivers/opl3/built-in.a
  AR      sound/drivers/opl4/built-in.a
  CC      drivers/pci/remove.o
  AR      sound/drivers/mpu401/built-in.a
  AR      block/partitions/built-in.a
  CC      drivers/video/fbdev/efifb.o
  CC      fs/jbd2/recovery.o
  CC      drivers/pci/pci.o
  CC      security/selinux/ss/policydb.o
  AR      kernel/dma/built-in.a
  AR      sound/drivers/vx/built-in.a
  AR      sound/drivers/pcsp/built-in.a
  CC      fs/isofs/util.o
  CC      arch/x86/kernel/probe_roms.o
  CC      mm/vmstat.o
  CC      mm/backing-dev.o
  AR      sound/drivers/built-in.a
  CC      sound/core/control.o
  CC      fs/isofs/rock.o
  CC      fs/proc/cpuinfo.o
  CC      security/selinux/ss/services.o
  CC      fs/fat/dir.o
  CC      mm/mm_init.o
  CC      arch/x86/kernel/cpu/tsx.o
  CC      fs/isofs/export.o
  CC      fs/exportfs/expfs.o
  CC      drivers/acpi/acpica/dsargs.o
  CC      fs/lockd/clntlock.o
  CC      crypto/shash.o
  AR      fs/ramfs/built-in.a
  CC      crypto/asymmetric_keys/pkcs7.asn1.o
  CC      block/blk-core.o
  AR      fs/kernfs/built-in.a
  CC      drivers/video/fbdev/core/fbcmap.o
  CC      fs/proc/devices.o
  CC      sound/core/seq/seq_memory.o
  CC      drivers/video/fbdev/core/fbsysfs.o
  CC      drivers/video/fbdev/core/modedb.o
  CC      security/selinux/ss/conditional.o
  AR      arch/x86/kernel/cpu/mce/built-in.a
